date,pm25_mean,at_c_mean,rh_percent_mean,ws_m_s_mean,wind_east_west_mean,wind_north_south_mean,rainfall_rate_mm_mean,sr_w_mt2_mean,surface_pressure_hpa_mean,boundary_layer_height_m_mean
27/01/2024,143.2083333,13.11745826,72.99054167,3.196320938,2.95562502,-0.923583328,0,189.6532891,993.182752,233.4452907
28/01/2024,203.7083333,12.39366674,84.00120833,2.081388487,-1.259583327,-0.079750001,0,144.3251246,991.985082,176.7860009
29/01/2024,209.03125,14.39270842,83.24970833,1.948649925,-1.01562499,-0.012166667,0,185.2645011,991.698878,248.3807483
30/01/2024,133.42375,14.06616668,86.98916667,1.412063098,0.774291672,-1.097999995,0,184.9911673,990.9144999,205.8882078
31/01/2024,157.8645833,13.9305416,92.663375,2.03258214,-1.258458331,0.730499985,0.434895832,111.7510831,989.7886709,233.3235413
01/02/2024,59.95833333,15.62241666,92.34866667,4.075088881,-3.379875004,1.917666666,0.267887496,124.3229981,989.7817917,472.9248759
02/02/2024,78.89772727,13.86170832,86.84808333,2.659308704,1.486833345,-1.414833335,9.17E-04,173.7407536,992.9545008,289.5592914
03/02/2024,86.95833333,14.82462502,70.386875,2.384289634,1.700583328,-1.395625016,0.002166667,184.2311663,991.5434113,197.405334
04/02/2024,98.6875,16.29762503,87.51529167,2.243224882,-1.096374981,1.35429165,0.466991657,99.95187638,990.4207891,247.362876
05/02/2024,71.875,15.97291668,83.49533333,2.024022311,0.694666663,-1.123166663,0.037779167,159.1192496,991.4953766,386.079002
06/02/2024,58.34375,13.2919999,76.014375,2.832580954,2.042749996,-1.909208318,0,207.0829573,993.3801651,362.4648709
07/02/2024,57.27083333,13.48579176,68.000625,3.758174276,2.995625014,-2.196000005,0,206.099253,993.9675878,412.373669
08/02/2024,62.58333333,14.32487496,60.94466667,5.113756324,4.725458314,-1.924791664,0,214.7540839,992.1615804,507.6832047
09/02/2024,67.46875,14.47625005,68.09425,2.635609714,1.556124998,-1.234999994,0,212.9763297,992.7452927,320.6664628
10/02/2024,136.8125,14.97316674,71.33083333,1.881860398,-0.286041661,-1.527250003,0,214.0829185,995.1472905,288.1759146
11/02/2024,124.7291667,15.08879177,75.847375,2.056057842,1.330583331,-1.517374982,0,213.9614573,994.4178772,274.1502531
12/02/2024,121.82625,15.3570834,77.09933333,1.54790211,0.585125004,-1.101749995,0,189.2281275,993.5379537,304.3294198
13/02/2024,183.0416667,16.19870834,75.567,1.538012468,0.354500003,-1.345208334,0,190.7141245,992.7101695,320.9126625
14/02/2024,134.15625,16.6537499,75.50479167,2.24547093,1.590083323,-1.516499979,0,213.2607087,992.3629557,321.0724173
15/02/2024,103.40625,16.75337521,73.94370833,2.379144778,1.78579167,-1.53670834,0,219.0532906,993.3284989,264.428579
16/02/2024,96.5,16.26637522,68.97570833,2.415453309,1.797249998,-1.562000021,0,224.5326238,993.5436681,263.6580016
17/02/2024,97.22583333,16.10745819,66.46354167,2.906038672,2.518874968,-1.200416657,0,224.2599186,989.2172928,290.660082
18/02/2024,114.6458333,18.42987502,67.64075,2.293293741,-0.834083324,1.238291665,0,214.6489158,986.5562083,238.3226271
19/02/2024,80.03125,20.28299975,67.82491667,5.286967518,-4.298583319,2.98058333,0.0156,207.6125411,984.6886648,484.2042923
20/02/2024,85.04166667,20.51270819,72.331875,2.73199453,-1.977583326,0.74458333,0.008166667,176.7629141,984.2763774,417.9993783
21/02/2024,66.14583333,19.03983347,71.028875,2.389679858,1.145958337,-1.769083339,0.002045833,227.6793353,984.5696259,372.7466199
22/02/2024,54.42708333,17.61849995,63.93045833,2.689260306,1.52800002,-1.889666634,0.004729167,222.2844159,987.2261734,497.3332586
23/02/2024,45.96875,16.08462508,56.89616667,2.642973898,1.926375004,-1.666666667,0,237.2318339,989.8804525,453.5697084
24/02/2024,64.0625,16.4783752,57.651125,1.82669075,-0.158083328,-0.441999997,0.013808333,209.6726251,990.168251,474.7661213
25/02/2024,59.78125,16.81670833,57.05704167,2.077439793,-0.84608333,-1.504958331,0,232.5474539,992.2364604,594.9929675
26/02/2024,67.95833333,17.74612502,55.89558333,2.018716306,0.015541662,-1.757000005,0,199.7859597,992.1295878,328.790667
27/02/2024,54.02083333,17.811125,58.60654167,2.741638423,1.149499992,-2.284083332,0.0204625,208.1325819,991.8242874,400.8269631
28/02/2024,39.5625,17.6978333,63.692125,3.388840377,2.781124989,-1.877833322,0,239.4925813,989.9569626,478.8607496
29/02/2024,42.8125,18.72987505,62.57683333,2.922465947,2.422750026,-1.570666683,0,242.9126223,988.8269196,380.4776649
01/03/2024,80.17708333,20.08000008,64.23029167,2.122753078,-1.137458322,-0.131875021,0.036058333,200.2926263,987.8553365,267.4839607
02/03/2024,23.91666667,19.86970838,81.02675,5.298513688,-3.569041645,3.683291649,1.599750012,179.1318341,985.3842926,599.1458327
03/03/2024,35,18.80145844,72.34091667,2.262339786,-0.537041672,0.617374983,0.327566666,189.8837095,986.0538788,438.1615413
04/03/2024,32.09375,16.25629159,65.71025,2.518663956,0.668458326,-2.134208337,1.25E-04,246.9281269,990.2515793,541.8287888
05/03/2024,35.04166667,15.36300015,60.5855,3.143184098,2.189791665,-2.086833328,7.92E-05,253.9815413,991.2333679,393.2403745
06/03/2024,44.65625,16.04499992,60.613375,2.727171192,2.176916672,-1.55491668,5.38E-04,236.0221702,989.3797124,337.1694608
07/03/2024,62.21875,17.57083313,62.94795833,2.46639381,1.470708321,-1.862583327,0,252.2600005,988.9481684,327.5490854
08/03/2024,45.22916667,18.20908336,63.89291667,2.797519149,1.377166659,-2.251666677,0,257.0110827,989.6356684,503.4443755
09/03/2024,NA,18.35337496,60.466375,3.350189845,2.637958313,-1.880416654,0,262.2570415,989.5068792,423.8544529
10/03/2024,NA,19.88887497,58.4035,2.323135633,1.15375003,-0.874041666,4.58E-04,248.8118745,989.1581701,297.1339979
11/03/2024,85.90625,22.25845838,59.49995833,1.997956004,-0.60095833,-0.334208353,0.00765,255.4748351,990.1685003,397.9841244
12/03/2024,88.72916667,21.25608317,64.937875,2.488999685,1.02979167,-2.01874998,0,243.3755019,988.4183782,380.6719166
13/03/2024,88.39583333,21.19766657,68.71108333,2.295457918,0.352625005,-1.106291688,0.003933333,233.7147927,986.116745,447.1423361
14/03/2024,84.375,21.63029174,61.64766667,2.419234144,0.682791675,-1.86029168,0,248.1037116,988.4755427,575.3498785
15/03/2024,40.76041667,20.32912489,55.432125,3.403769912,2.784916659,-1.868999988,0,274.3644584,988.0412064,440.9039966
16/03/2024,79.1875,19.97208333,57.73025,2.270317667,1.416708326,-1.611125002,0,270.2563319,989.5874939,373.253998
17/03/2024,89.02083333,20.61158343,60.13883333,2.24678005,1.589333345,-1.489333339,0,260.9133733,989.1588364,356.4135846
18/03/2024,72.35,21.40529172,58.7945,2.172696605,1.675416652,-1.200541659,0,276.4829594,987.5134481,403.0081207
19/03/2024,128.3854167,21.5250835,60.306,2.191161892,1.219958334,-1.536541664,0,274.9592482,987.0616277,430.1964193
20/03/2024,87.9375,22.72349993,61.51925,2.275681367,1.341083322,-1.640583331,0,277.1384982,987.0998739,427.1986254
21/03/2024,85.33333333,22.07920853,71.87954167,3.262773737,-2.734916647,0.945000008,0,263.358497,987.2455012,435.0900436
22/03/2024,97.94791667,24.14391685,67.66095833,2.39118906,-1.375708328,0.025916662,0,271.021496,983.8681641,396.0141204
23/03/2024,85.54166667,25.02595806,62.17945833,2.888216387,2.02395833,-1.947541681,0,277.7237065,982.5815837,514.0327096
24/03/2024,86.30208333,23.11808332,62.836125,3.519027478,0.619583332,-2.596583338,4.75E-04,206.9859192,984.9289551,330.7934554
25/03/2024,80.04166667,24.48749995,61.67525,2.875688968,2.218124986,-1.787749983,0,278.52229,986.4200033,572.0164634
26/03/2024,61.77083333,25.59591635,58.54875,2.779378952,1.868874986,-1.509291672,0,265.359999,985.3434194,479.4485425
27/03/2024,66.98958333,27.31216637,58.74383333,1.846375551,0.430958335,-1.536583333,0,272.1095831,986.9648285,508.90296
28/03/2024,60.875,28.03491664,57.037875,2.24912479,1.388208331,-1.521083338,0,248.1445006,984.3932063,338.9150421
29/03/2024,84.16666667,27.75054153,61.6265,1.8173778,-0.604874988,-0.495416672,2.38E-04,264.6236658,983.5468267,253.7361646
30/03/2024,88.85416667,27.97637494,62.03625,2.84116377,-2.224416676,-0.744458335,0.066599999,267.0244563,983.8930867,451.2604572
31/03/2024,71.72916667,27.39645839,61.15354167,3.166399238,1.79095834,-1.735166676,0,280.7510392,985.0454534,767.4213824
01/04/2024,45.84375,24.93708332,52.42945833,3.624373968,2.748000011,-2.087041669,0,270.6022921,983.3467458,635.2198756
02/04/2024,63.625,24.80870843,46.40170833,3.120844385,2.045458312,-2.163458318,0,288.251914,982.022082,574.2078751
03/04/2024,68.78125,26.81570824,44.50279167,1.952773665,-0.322166657,-1.433624998,0,270.6207511,982.7451706,427.0469639
04/04/2024,45.48958333,28.26662493,42.819625,2.492201324,0.719541671,-2.145874992,0.002008333,275.6451642,982.6659088,861.6992083
05/04/2024,55.55208333,27.78908324,41.26291667,3.426482282,2.313541692,-2.216958332,1.38E-04,251.0377094,982.3046239,850.9877052
06/04/2024,73.72916667,26.95191669,37.92758333,2.971850956,1.957833335,-2.165083321,0,301.2792056,982.3953374,811.6346578
07/04/2024,83.01041667,26.80345853,36.41733333,2.783318162,1.967166677,-1.882874998,0,305.8148736,982.3593699,784.0653786
08/04/2024,92.57291667,27.3543752,37.29695833,2.702375787,1.483750014,-1.863541675,0,297.3622077,983.3345311,932.7842002
09/04/2024,77.47916667,27.53733325,38.132625,1.955690118,0.502208335,-1.550958326,0,270.7658774,983.9742533,705.3707942
10/04/2024,107.40625,28.69545849,36.07079167,2.008202747,-1.336958318,-1.148291657,0.0052875,301.6607542,984.002622,424.8946683
11/04/2024,84.61458333,28.46262527,37.102625,2.284546825,-1.125458347,-1.197125007,8.75E-04,296.0992911,984.9670029,671.7056605
12/04/2024,97.53125,29.25479142,38.53045833,2.510158802,-2.138249981,-0.235666666,0,297.0622929,984.212204,914.3604275
13/04/2024,62.625,29.14829175,42.16345833,2.103372725,-0.467624998,0.189791677,0,274.3243791,983.8592987,630.7474932
14/04/2024,57.82291667,27.37012513,52.12,3.343216477,-1.001333352,-2.492000021,0.002145833,238.2948337,985.7235438,442.679546
15/04/2024,91.1875,28.41170859,54.21716667,1.902794967,0.523500004,-0.712333338,5.33E-04,204.1481666,985.381958,689.8876311
16/04/2024,85.52083333,29.51149988,45.824,3.618796542,2.867708311,-1.766374986,0,286.6763346,984.0605393,934.2114911
17/04/2024,29.09041667,28.95645857,33.63041667,4.664534182,3.821666688,-2.608875001,0,311.3058725,982.7423732,856.0518856
18/04/2024,36.76388889,30.37333337,33.48808333,3.15332578,2.394208373,-1.652708314,0.035845835,292.4384998,981.2024562,893.1032101
19/04/2024,67.3125,31.03325001,42.24020833,2.976523793,2.455416679,-0.68291667,0.005504167,273.1489184,978.7983348,1043.233702
20/04/2024,42.375,29.80870803,43.01295833,3.275857337,2.612874977,-1.760708342,0,282.5628777,978.5555878,1143.540126
21/04/2024,35.75,30.21420836,39.25183333,3.603517814,2.656416669,-2.186708335,0,292.3874592,980.0209529,1115.111737
22/04/2024,33.38541667,30.35445849,36.74754167,2.964996986,2.173458345,-1.548583347,0,293.3422063,980.7944946,1192.454906
23/04/2024,78.92708333,28.74654182,40.86141667,2.663935811,0.615333322,-1.614624993,0.035804166,289.2651678,980.5365423,906.5417889
24/04/2024,89.51041667,29.06720821,42.63416667,2.854843293,2.28191668,-1.384708342,0,312.8577489,980.4557495,1052.176797
25/04/2024,86.64583333,30.37220836,36.2525,3.100803026,2.044291653,-2.135416646,0,318.3451246,980.3852488,957.0357912
26/04/2024,58.52083333,31.41716671,33.64454167,2.565719719,1.562625002,0.232583329,0,289.4666262,979.1340434,874.8354972
27/04/2024,49.60416667,31.69049994,35.604625,3.445106383,2.716791661,-0.511791675,0,287.942919,979.9720357,1151.330372
28/04/2024,45.45833333,31.0162917,36.24054167,2.350892689,1.449958322,-1.38920833,0,290.2281236,981.1107101,1132.361291
29/04/2024,67.78125,30.56337515,38.971,2.772363564,0.929291679,-1.919874988,0,285.1843731,980.5786209,953.4571655
30/04/2024,52.23958333,29.71533338,34.2725,3.537192303,3.021624982,-1.298541671,0,328.1415022,979.6089554,830.0761561
01/05/2024,48.40625,27.71029178,27.30579167,4.580033647,3.531958357,-2.789791654,0,329.3089141,977.872172,1068.552798
02/05/2024,67.28125,28.21300014,31.42883333,3.465347207,2.483416652,-2.307916671,0,330.6726277,979.0145365,785.813652
03/05/2024,115.9166667,30.13679163,28.874,3.476542323,2.632666697,-2.197166669,0,313.7147487,979.7055435,825.1142956
04/05/2024,126.7533333,32.51266662,28.89470833,2.929777304,2.107583324,-1.642125,0,305.123753,979.4710007,892.5627999
05/05/2024,158.78125,32.91345827,31.60795833,3.184102008,2.276083345,-1.801541673,0,322.0784998,975.6264165,1181.439945
06/05/2024,102.4270833,33.59441638,32.526625,2.974453417,2.116458327,-1.999791664,0,306.276293,977.6655808,1177.633168
07/05/2024,153.5729167,33.32229122,38.05525,2.017952792,-1.18337499,-0.719250006,0,290.7014605,979.3592428,883.2396126
08/05/2024,75.61458333,32.30804165,52.72925,4.158695984,-3.692416678,1.781124995,0,309.2512082,980.2732112,836.9511662
09/05/2024,49.25,31.623583,52.16370833,4.21434942,-3.850999991,1.537541663,0,302.9755419,979.9904989,799.0923055
10/05/2024,74.08333333,32.59525013,50.159375,3.707828862,-2.857374994,1.424666666,0,300.6259536,980.5346654,765.8760424
11/05/2024,NA,31.41745838,53.03370833,2.339451451,-0.573333327,-0.403083342,0.006575,306.9865783,982.8235016,713.2108002
12/05/2024,98.125,31.80520852,51.772,2.410473033,0.712041661,-0.701625005,0.0422375,263.8066258,982.3544617,734.9147166
13/05/2024,85.5,32.53466662,45.24216667,2.149924886,-0.266333327,-1.090750002,0,297.7925821,982.4996236,906.8039722
14/05/2024,130.125,32.76187507,35.63429167,2.728083917,1.758291676,-1.758374992,0,320.5925803,982.715421,954.7883244
15/05/2024,163.2916667,33.03033328,36.00166667,2.210564604,0.709874987,-0.961499992,0,327.6326301,982.3227107,966.6010022
16/05/2024,110.1666667,33.93925031,36.99558333,2.01920163,-0.345749991,-0.119999998,0,328.6480817,981.5844625,932.6331531
17/05/2024,97.29166667,35.69333347,34.19691667,2.109521029,1.309124997,-0.910249992,0,316.6510839,978.4729487,1090.966137
18/05/2024,106.6666667,36.41500004,30.43079167,3.549611961,2.766916677,-2.168125001,0,321.8555368,975.8238703,1311.919294
19/05/2024,91.83333333,36.62408336,30.67525,3.693075148,2.47391667,-2.642916652,0,311.4703343,974.1676687,1301.165129
20/05/2024,65.91666667,36.23891695,31.79116667,2.809981009,0.828583314,-1.669999988,0,320.7281675,975.1959915,995.5898317
21/05/2024,74.95833333,34.92845845,45.865625,3.047038529,-2.344083339,0.823000005,0,310.7777515,976.4889247,735.058203
22/05/2024,67.58333333,35.6923337,50.80058333,4.216126704,-3.756500033,1.421250006,0.0015875,306.1362488,976.510081,785.8231214
23/05/2024,48.75,35.36975034,49.520375,4.748105773,-4.273708314,1.998749986,0,294.3495837,976.0510381,832.0759672
24/05/2024,51.5,35.518833,47.9,3.577286052,-3.014875005,1.680749984,0,295.0340392,975.917127,909.0547911
25/05/2024,60.41666667,36.68691691,41.86445833,2.284298284,0.487041657,-0.785291667,0,305.5317864,973.9564947,1077.334461
26/05/2024,63.75,36.99708335,34.50354167,2.659400923,0.916166659,-2.407749995,0,326.1622472,972.1709595,999.5323295
27/05/2024,84.875,37.10499978,36.968125,2.109833991,0.186041663,-1.744458325,0,325.6800429,969.5906677,918.5113261
28/05/2024,101.125,37.0002083,32.89020833,2.535203447,-0.183416665,-0.974833331,0,331.0919164,967.8790843,997.6909997
29/05/2024,60.5,37.13845865,32.416625,2.260867888,-0.607750004,-0.166333346,0,316.0733375,969.003128,790.9477107
30/05/2024,51.08333333,37.95520814,33.12608333,2.777499413,0.655541666,-0.715250016,0,316.7406663,972.064621,1227.848605
31/05/2024,66.66666667,36.94749991,32.43433333,3.180441104,1.584416669,-1.48287501,0,319.2118338,973.5170415,947.6549578
01/06/2024,59.20833333,36.20295842,31.99445833,3.44900807,2.435249996,-1.572750004,0.0217,291.6821668,975.3651683,895.8885029
02/06/2024,32.58333333,35.70549989,37.4415,2.281429678,0.97258333,-0.287791654,8.54E-04,303.7652488,976.431544,638.9770005
03/06/2024,37.83333333,36.40470831,40.240125,3.529369031,2.885333312,-1.009833331,0,308.8184608,975.5229162,1038.30621
04/06/2024,53.54166667,35.95862508,33.97175,2.22146327,1.151833337,-0.826375,0.005245833,302.9015002,975.5472132,1090.728705
05/06/2024,48.33333333,35.90674988,39.367625,3.142501395,1.622000006,-0.911250008,0.0166125,302.2422073,976.0476201,1194.028578
06/06/2024,34.04166667,33.05566653,50.511875,2.023304928,0.782333328,-0.925041662,6.75E-04,308.2302934,978.9102554,732.5822876
07/06/2024,NA,34.76645843,41.110375,3.618939878,2.834125007,-1.877749995,0.026266667,302.8215008,976.4942881,921.2580732
08/06/2024,43.16666667,34.57433327,38.93033333,3.853660988,2.620749971,-2.640416639,0.001254167,298.2895832,975.5124257,826.0663007
09/06/2024,35.125,34.83254162,33.71729167,3.466439312,2.553166643,-2.26333335,0,324.9651238,975.2989934,948.707984
10/06/2024,33.29166667,35.62237493,30.620125,3.110635898,2.497208337,-1.732166658,0,320.8132547,975.1926702,929.6889973
11/06/2024,63.91666667,35.85541646,31.94308333,2.841761446,2.36437498,-1.540791666,0,317.9312072,974.6614202,1033.554459
12/06/2024,72.08333333,36.55475004,31.50879167,3.241034079,2.910833331,-1.194583332,0,321.7133783,974.4180425,1045.3397
13/06/2024,47.60869565,37.89004127,28.016625,4.673735846,4.164791664,-1.584583323,0,307.8992075,973.2474238,1061.697288
14/06/2024,43.68181818,37.99487479,30.4015,5.459081407,4.964708308,-1.190458343,0,287.7363331,972.7191213,1193.303829
15/06/2024,41.04166667,38.62658342,31.09883333,5.309271501,4.91337502,-1.462083338,0,304.8963772,972.804334,1337.329633
16/06/2024,46.83333333,39.14737479,32.04404167,4.59230793,4.223166674,-1.655624977,0,300.5859627,973.1644185,1269.111296
17/06/2024,54.58333333,39.5594999,32.86104167,4.675941409,4.411041667,-1.372124989,0,283.3466656,973.1459986,1277.491548
18/06/2024,76.875,39.33420865,35.77291667,5.13629115,4.836416672,-1.524916674,0,284.550413,971.0873337,1096.665334
19/06/2024,70.75,38.34783308,40.24954167,4.57296784,3.951875033,0.085666663,0.0059625,297.291833,969.2861252,1307.851539
20/06/2024,36.70833333,33.17170835,54.06495833,2.236076028,-1.161958335,-0.786833308,0.001670833,267.0532511,971.8642451,631.073871
21/06/2024,55.45833333,30.90866653,68.68045833,2.53192889,0.187166669,-1.47891667,0.284454172,254.6363347,973.8996302,625.2069244
22/06/2024,85.875,32.96045844,60.339375,1.770983842,-0.448083335,-0.614291664,8.75E-04,254.8548356,973.8177134,595.8882084
23/06/2024,77.20833333,33.62225008,65.650375,1.981710043,-1.648500005,0.837958339,0.037729167,275.7777479,974.4850006,588.4782934
24/06/2024,68.875,33.18604159,65.23120833,2.294782398,-2.045833313,0.701125002,0.037029167,235.5177934,973.4474157,666.0691681
25/06/2024,77.04166667,33.2865417,67.73883333,1.841345159,-1.556458334,0.703583337,0.047129167,235.3999636,972.3432541,715.4378351
26/06/2024,59.20833333,31.58287485,76.69425,3.533522077,-3.115999987,0.76974999,0.759979167,170.6089562,973.1031647,617.5393703
27/06/2024,33.60869565,29.91174992,82.39791667,4.147937583,-3.738250032,1.634124998,0.077470833,124.646666,975.6575877,610.7847487
28/06/2024,38.42857143,29.49258327,85.38841667,2.185525795,-1.394125005,1.088333337,0.619191661,136.55025,974.6741664,329.7640839
29/06/2024,55.45833333,30.23966662,83.83925,2.224915932,-0.095958336,1.629291676,0.564004168,169.3992076,973.0681635,429.9087915
30/06/2024,73.91666667,31.54941694,81.51775,1.342164145,-0.559625002,0.176958329,0.604112506,217.5259177,972.2893728,417.8042052
01/07/2024,38.33333333,31.19945836,82.23579167,1.669529524,0.343624994,0.035624998,0.74393749,179.4132916,970.3344142,394.2643744
02/07/2024,46.75,31.38104177,81.832,1.910609618,0.587875003,0.987791675,0.404441665,154.9014601,968.9503835,355.0734992
03/07/2024,36.79166667,28.8690416,91.22454167,2.357918023,-0.595416662,0.558374991,0.637600006,92.74075178,971.4254608,403.0741647
04/07/2024,26.25,28.50208338,90.12616667,1.966239244,-1.744999997,0.409833328,0.401220839,104.9274584,974.1534983,321.2283335
05/07/2024,26.95833333,28.47224998,91.72579167,2.609954851,-2.547500019,0.271499997,0.483075002,116.9777923,971.3231634,401.2569968
06/07/2024,18.20833333,28.57162507,88.23979167,3.065879078,-2.924041619,-0.540583325,0.031608333,126.6384581,970.4084981,448.8847122
07/07/2024,4.318181818,28.64437477,83.176875,2.714801139,-2.515499999,-0.554958338,0.092108333,190.1696249,973.3778356,506.8299154
08/07/2024,12.58333333,28.61183333,83.8685,2.040834177,-1.824750011,-0.598583339,0.007775,224.8517941,976.3124618,399.9420827
09/07/2024,45,30.61350036,82.500375,1.451860343,-1.130416667,0.410708333,0.148158332,231.9755855,976.9677531,405.4907506
10/07/2024,69.20833333,31.93208329,80.95975,1.358104513,-0.438083332,1.209708337,0.036158333,235.7503322,976.7794647,491.023665
11/07/2024,65.41666667,33.1522917,75.88008333,1.920456484,0.410583332,0.497333333,0.029783333,249.5867068,972.6455027,480.583207
12/07/2024,31.25,31.78574983,70.87808333,2.905372172,2.495291673,-0.887208321,0.030062501,224.3096254,971.1843694,552.3287965
13/07/2024,40.83333333,30.69316681,79.8455,1.262766088,0.025958331,-0.288,0.546870836,228.4037087,972.0869573,356.3537891
14/07/2024,57.5,32.41787473,76.63995833,1.013082636,-0.682333331,0.38508333,0.144825001,268.4400024,971.8454183,462.8082112
15/07/2024,42.5,31.47370839,81.02075,2.464442692,-2.385166643,0.097833333,0.355450001,222.6874579,974.3222529,482.3352049
16/07/2024,40.40909091,32.27708332,78.04066667,2.675872944,-2.463291665,0.43400001,0.57019167,204.4444973,975.0770009,528.419328
17/07/2024,NA,31.80945826,81.132,2.84825568,-2.496874993,0.498708333,0.023654167,246.1214565,975.0637868,521.260753
18/07/2024,45.41666667,31.29533347,85.29204167,1.849486432,-1.478166671,0.785874993,0.228700001,203.5088746,973.749588,418.9418713
19/07/2024,66.08333333,31.33733312,85.26558333,2.673159541,-2.066875001,1.321875011,0.068829167,221.6859167,972.6821289,466.9940834
20/07/2024,59.875,32.27945812,79.65991667,2.050822931,-1.624083333,1.213291657,0.021366667,224.7718371,973.328125,493.6872934
21/07/2024,45.91666667,32.3872083,80.994375,2.849060615,-2.412875002,1.234208322,0.071862499,235.7466663,973.1718318,474.3654609
22/07/2024,28.625,31.60645811,81.72345833,2.677313571,-2.090375006,1.523958328,0.065429167,234.4918756,973.3873317,499.1981653
23/07/2024,38.58333333,31.19658343,84.93904167,1.993793252,-1.781833333,0.681583337,0.063375001,195.0547903,972.4359182,439.0303345
24/07/2024,32.375,30.77295844,85.12833333,0.917232738,-0.405500001,0.375333334,0.0644375,182.7940842,969.2813238,333.7004582
25/07/2024,32.58333333,31.17579134,83.46245833,1.210054775,-1.054458328,0.37575,0.0671375,204.3229558,968.3852081,342.8959192
26/07/2024,45.125,31.48866653,82.86804167,1.428622793,-0.303875004,-0.160583347,0.212037499,196.7141276,969.7959976,367.5135002
27/07/2024,44.29166667,30.99629148,87.49454167,1.558235627,-1.201458329,-0.081333337,0.614591665,149.7132918,972.1095047,337.6410807
28/07/2024,27,32.90412529,79.033125,2.356778143,-2.025916648,0.438125001,0.0208625,222.4384171,972.2955042,473.7584947
29/07/2024,30.04166667,32.95249979,76.67275,3.010265311,-2.780750011,1.002291656,0.001316667,246.0541253,972.3507512,593.9213382
30/07/2024,42.375,33.29358363,78.777875,2.468034041,-2.082458337,0.964541663,0.025141667,224.2940811,973.7478358,568.4931579
31/07/2024,31.04166667,31.71641676,84.91758333,2.367184394,-0.252583329,0.831500007,0.464066661,132.8600026,973.4797974,349.9970412
01/08/2024,17.58333333,29.06725001,88.34779167,2.171787563,-1.372333323,1.387250015,0.124091665,95.60962427,973.6575826,347.9449178
02/08/2024,30,30.04162486,86.37825,2.504682001,-2.198625002,0.767333325,0.113091667,201.0947502,972.2349523,491.5022523
03/08/2024,20.7826087,30.72125014,81.26608333,3.984595003,-3.194875012,2.235749999,0.042729168,207.6718753,973.9549103,582.0270373
04/08/2024,14.77272727,31.15158351,77.57375,3.798023297,-3.545333336,-0.074624994,0.076208333,193.996249,975.4612935,696.8703683
05/08/2024,16.75,30.25104149,79.50841667,5.500656675,-4.916083326,1.94795833,0.050020834,202.446708,975.3231684,779.9434992
06/08/2024,17.91666667,30.51633318,78.94308333,3.08372796,-0.256583319,2.80870832,0.028675,174.1518321,974.0077489,608.1835861
07/08/2024,14.08333333,27.97004159,90.69633333,2.573439801,-1.617583327,1.799791664,0.299774998,80.93858323,975.2074127,390.1858336
08/08/2024,16.58333333,28.57970818,91.58283333,2.319391314,-2.020458321,1.022208331,0.365666665,145.0556251,976.5753759,359.2305829
09/08/2024,18.375,29.21041664,89.64775,2.265544736,-1.947750007,0.913874994,0.303791665,151.9748311,977.5071233,354.3714148
10/08/2024,24.45833333,29.18391665,89.307375,1.744784513,-1.095041666,0.902166674,0.425470827,145.4578317,976.8469136,319.0387917
11/08/2024,27.04347826,27.92108345,92.583125,1.609320745,-0.938041673,0.46962501,0.817504167,104.8903758,975.7894567,308.6502059
12/08/2024,18.41666667,28.1068747,92.52541667,2.215083708,-2.108124991,-0.293583335,1.135904168,103.9548329,976.5962524,370.988877
13/08/2024,16.75,29.23133334,89.83233333,2.155873579,-2.034916677,0.011666666,0.666895825,114.5489158,977.7254181,350.2088753
14/08/2024,26.75,29.91945847,88.088375,2.124857711,-2.029958325,0.233875003,0.526816669,158.5428728,977.854955,375.3052095
15/08/2024,28.91666667,29.93516676,86.60970833,2.487976699,-2.346375006,0.489041666,0.0764125,177.2518777,976.9794668,379.9145409
16/08/2024,16.875,29.76058348,88.134,3.060801057,-2.545333331,1.466291653,0.544754177,146.3370829,976.1564127,498.0052948
17/08/2024,20.25,30.65549986,83.71904167,1.494875087,0.732833321,0.037083327,0.058945832,189.5800019,978.4504166,357.6687927
18/08/2024,28.33333333,30.81687538,83.55979167,2.317580735,2.135208319,-0.669208328,0.17329584,185.3888734,979.0873337,426.794373
19/08/2024,25.66666667,30.5029583,81.79791667,2.269472622,2.075958319,-0.275125003,0.0774875,198.2414574,978.3349177,435.2785845
20/08/2024,19.08695652,29.21504148,88.17483333,1.229412608,0.492291667,0.690916661,0.600937503,134.4821684,978.4454549,285.8287071
21/08/2024,25.75,30.17224995,84.090875,0.999439487,-0.199125,0.872958338,0.25909583,211.5970027,979.4098282,338.3374192
22/08/2024,27.625,30.48758324,83.57325,0.868655059,0.524958335,0.285875001,0.084883332,207.0237923,978.3057149,376.4314151
23/08/2024,20.23809524,29.07329162,87.44125,0.662808702,-0.052500006,0.088041665,0.404441666,162.4777922,979.1928762,263.2235851
24/08/2024,32.625,30.28175012,85.93229167,1.226360514,-0.912708324,-0.394083336,0.1540625,218.3666676,978.3432566,344.069003
25/08/2024,17,30.9823331,79.81725,3.639757975,-3.584416712,-0.038166663,0.051774999,234.8925414,976.4034602,680.3275855
26/08/2024,24.16666667,30.22333312,81.61604167,4.135283299,-3.994124999,0.899124996,0.11440417,216.2977898,976.2052968,763.0561714
27/08/2024,14.5,28.80091659,87.91620833,4.001539303,-3.660083314,1.590874997,0.867212511,173.9267094,978.4229533,750.4346275
